rooms_No,ownership_form,interior_state,floor,balcony,parking_space,listing_type,description,year_built,building_type,lift,link2
3,pełna własność,do wykończenia,1/2,balkon,garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-58m2-balkon-ID4mrUu
2,pełna własność,do wykończenia,6/6,N/A,garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-33m2-loggia-ID4mvmK
3,pełna własność,N/A,1/3,N/A,garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/3-pokoje-przestronne-2x-miejsce-parkingowe-ID4nfhw
3,pełna własność,do zamieszkania,2/6,balkon,garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/3-pokojowe-na-pradze-metro-ID4nnwK
2,N/A,do zamieszkania,1/4,"balkon, taras",garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/2-pokoje-balkon-garaz-las-brodnowski-ID4nkO3
2,pełna własność,do zamieszkania,6/10,balkon,N/A,,,,,,https://www.otodom.pl/pl/oferta/mieszkanie-50-57-m-warszawa-ID4naCE
3,pełna własność,do wykończenia,2/7,"balkon, taras",N/A,,,,,,https://www.otodom.pl/pl/oferta/3-pokoje-mokotow-woronicza-ID4mNlb
6,pełna własność,do zamieszkania,3/4,N/A,garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/metro-mlociny-taras-balkon-6-pokoi-ID4ndNK
3,N/A,do zamieszkania,2/10,balkon,N/A,,,,,,https://www.otodom.pl/pl/oferta/3-pokoje-na-zoliborzu-dobrze-skomunikowane-ID4nnbq
3,pełna własność,do zamieszkania,parter/2,ogródek,garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/nowe-wlochy-ul-jagny-3-pokoje-parter-ID4egnB
2,pełna własność,do zamieszkania,1/5,balkon,garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/nowoczesne-2-pokojowe-mieszkanie-wlochy-z-garazem-ID4mkEs
3,pełna własność,do wykończenia,1/3,balkon,garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/3-pokoje-dolny-mokotow-cesja-bez-prowizji-ID4neq2
2,pełna własność,do zamieszkania,4/4,N/A,garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/2-pokoje-goclaw-nowe-do-wprowadzenia-ID4m8TJ
2,pełna własność,do zamieszkania,5/9,balkon,garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/2-pokojebalkonprzy-nowym-miescie-ID4nnd1
2,pełna własność,do zamieszkania,5/10,balkon,N/A,,,,,,https://www.otodom.pl/pl/oferta/2-pokoje-saska-kepa-ul-miedzynarodowa-ID4iYpP
2,pełna własność,do zamieszkania,1/4,N/A,garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/2-pokoje-z-balkonem-miasteczko-wilanow-ID4mmAG
3,N/A,do zamieszkania,2/10,balkon,N/A,,,,,,https://www.otodom.pl/pl/oferta/trzy-pokoje-z-loggia-na-targowku-warszawa-ID4nnbu
2,N/A,do zamieszkania,parter/6,ogródek,N/A,,,,,,https://www.otodom.pl/pl/oferta/przy-metrze-z-ogrodkiem-ID4n8dl
2,pełna własność,do zamieszkania,3/3,N/A,N/A,,,,,,https://www.otodom.pl/pl/oferta/kamienica-w-super-lokalizacji-ID4mOek
1,pełna własność,do zamieszkania,2/3,N/A,N/A,,,,,,https://www.otodom.pl/pl/oferta/mokotow-mieszkanie-obok-metra-pole-mokotowskie-ID4nndk
2,pełna własność,do zamieszkania,3/3,N/A,garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/klimatyczne-mieszkanie-plac-hallera-3-pietro-ID4nndG
2,pełna własność,do wykończenia,4/7,balkon,garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-36m2-balkon-bezposrednio-ID4mtfM
3,pełna własność,do wykończenia,7/7,balkon,garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-59m2-balkon-ID4lhvs
4,pełna własność,do wykończenia,2/2,balkon,garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/4-pokojowe-mieszkanie-63m2-balkon-ID4mrUE
3,pełna własność,do zamieszkania,2/3,"balkon, taras",garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/nowe-mieszkanie-3-pokoje-7-min-od-metra-brodno-ID4nea3
2,pełna własność,do wykończenia,parter/5,ogródek,garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/mieszkanie-40-4-m2-2-pokoje-rembertow-ID4ne81
2,pełna własność,do zamieszkania,8/10,balkon,N/A,,,,,,https://www.otodom.pl/pl/oferta/w-kapciach-do-metra-ustawne-2-pokoje-na-woli-ID4nnex
3,pełna własność,do wykończenia,1/5,balkon,garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/mieszkanie-55-42-m2-3-pokoje-rembertow-ID4nksw
3,pełna własność,do wykończenia,2/2,balkon,garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-64m2-balkon-bez-prowizji-ID4ke9z
3,pełna własność,do wykończenia,1/2,balkon,garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-51m2-balkon-bez-prowizji-ID4mrUZ
3,pełna własność,do zamieszkania,1/1,"balkon, taras",garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/klimatyczne-mieszkanie-na-osiedlu-ludwinowska-alej-ID4mVcM
3,pełna własność,N/A,3/4,balkon,garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/na-sprzedaz-mieszkanie-ursynow-metro-kabaty-ID4nng8
3,pełna własność,do wykończenia,1/7,balkon,garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/3-pokojowe-mieszanie-ursus-ID4e6mL
4,udział,do zamieszkania,2/3,balkon,garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/4-sypialni-z-balkonem-nowy-budynek-ul-ochocka-ID4n6aG
4,pełna własność,do zamieszkania,parter/4,"ogródek, taras",garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/4-5-pok-z-ogrodkiem-w-osiedlu-ostoja-wilanow-ID4nmFv
1,pełna własność,do wykończenia,2/2,balkon,garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-34m2-balkon-ID4ke8I
2,pełna własność,do wykończenia,2/2,balkon,garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-36m2-balkon-bezposrednio-ID4ke81
2,N/A,do wykończenia,2/5,balkon,N/A,,,,,,https://www.otodom.pl/pl/oferta/2-pokojowe-na-pradze-cesja-umowy-deweloperskiej-ID4nnhc
2,pełna własność,do zamieszkania,4/7,balkon,N/A,,,,,,https://www.otodom.pl/pl/oferta/nowosc-atrakcyjne-ustawne-2-pokoje-skorosze-ID4nnhr
2,pełna własność,do zamieszkania,> 10/11,N/A,N/A,,,,,,https://www.otodom.pl/pl/oferta/okopowa-18-2-pokoje-prywatnie-ID4mK96
4,pełna własność,do wykończenia,parter/2,"balkon, ogródek, taras",garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/bezposrednio-mieszkanie-bezczynszowe-z-ogrodkiem-ID4nkPl
2,pełna własność,do zamieszkania,2/3,balkon,garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/wilanow-z-prywatnym-parkiem-bez-prowizji-ID4mzgL
2,spółdzielcze wł. prawo do lokalu,do zamieszkania,parter/4,"balkon, ogródek",N/A,,,,,,https://www.otodom.pl/pl/oferta/klimatyczne-park-skaryszewski-saska-kepa-ID4ngnk
4,pełna własność,do wykończenia,parter/5,"ogródek, taras",garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/wykonczone-pod-klucz-odbierz-klucze-juz-dzis-ID4nmS3
2,pełna własność,do zamieszkania,2/4,balkon,N/A,,,,,,https://www.otodom.pl/pl/oferta/twoj-raj-w-srodku-miasta-ID4nnh4
2,pełna własność,do zamieszkania,parter/3,"ogródek, taras",garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/mieszkanie-2pok-bialoleka-ogrodek-klimatyzacja-ID4nmSl
2,N/A,do remontu,1/4,balkon,garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/wierzbno-do-remontu-balkon-ID4nmSj
2,pełna własność,do zamieszkania,1/3,taras,garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/mieszkanie-40m2-warszawa-belwederska-bezposrednio-ID4nmSo
3,N/A,do wykończenia,parter/3,ogródek,garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/3pokoje-ogrod-metro-mlociny-ID4ngzB
2,pełna własność,do zamieszkania,2/4,balkon,garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/gotowe-do-wprowadzenia-dobra-lokalizacja-ID4nnON
2,spółdzielcze wł. prawo do lokalu,do zamieszkania,> 10/12,balkon,N/A,,,,,,https://www.otodom.pl/pl/oferta/sprzedam-bezposrednio-ursynow-dunikowskiego-ID4mPcA
3,pełna własność,do zamieszkania,6/8,balkon,garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/metro-natolin-lanciego-65m-3-pok-garaz-balkon-ID4m8VH
2,N/A,do wykończenia,1/4,balkon,garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/bezposrednio-2-pokoje-ursynow-nowe-z-23-vat-ID4huMr
2,pełna własność,do zamieszkania,1/2,balkon,N/A,,,,,,https://www.otodom.pl/pl/oferta/mieszkanie-dwupokojowe-zielona-dolina-ii-ID4mPcD
2,pełna własność,N/A,5/10,balkon,N/A,,,,,,https://www.otodom.pl/pl/oferta/2-pokoje-bemowo-ul-powstancow-slaskich-ID4nnPn
5,spółdzielcze wł. prawo do lokalu,do zamieszkania,3/4,balkon,N/A,,,,,,https://www.otodom.pl/pl/oferta/duze-mieszkanie-jako-inwestycja-lub-dla-rodziny-ID4nmTA
2,pełna własność,do zamieszkania,parter/7,balkon,garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/przytulne-2-pokoje-parter-47m2-garaz-2-ID4n7fG
1,pełna własność,N/A,parter/4,N/A,N/A,,,,,,https://www.otodom.pl/pl/oferta/mieszkanie-29-m-warszawa-ID4nnQk
2,N/A,do zamieszkania,2/7,balkon,N/A,,,,,,https://www.otodom.pl/pl/oferta/dwupokojowe-mieszkanie-przy-metrze-bemowo-ID4nmTG
2,N/A,N/A,3/5,N/A,N/A,,,,,,https://www.otodom.pl/pl/oferta/2-pok-mieszkanie-w-gozdzikow-warszawa-ID4nmU4
3,N/A,N/A,5/5,N/A,N/A,,,,,,https://www.otodom.pl/pl/oferta/nowoczesny-apartament-z-duzym-zadaszonym-balkonem-ID4nmUD
2,pełna własność,do wykończenia,6/6,N/A,garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-44m2-loggia-bezposrednio-ID4jK7l
3,pełna własność,do wykończenia,1/9,N/A,garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-63m2-loggia-bez-prowizji-ID4jK5U
2,N/A,do zamieszkania,4/4,N/A,N/A,,,,,,https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-przy-gorce-kazurce-ursynow-ID4nnQE
1,pełna własność,do wykończenia,1/9,N/A,garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-37m2-loggia-ID4jK40
3,pełna własność,do remontu,parter/4,N/A,N/A,,,,,,https://www.otodom.pl/pl/oferta/mieszkanie-w-kamienicy-ID4n7Kr
1,pełna własność,do zamieszkania,7/10,N/A,N/A,,,,,,https://www.otodom.pl/pl/oferta/bezposrednio-kawalerka-na-mokotowie-metro-ID4nem7
3,pełna własność,do zamieszkania,2/3,balkon,N/A,,,,,,https://www.otodom.pl/pl/oferta/mieszkanie-106-m2-wysoki-standard-wilanow-zawady-ID4k0HS
2,pełna własność,do zamieszkania,2/4,balkon,garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/komfortowe-jasne-2pok-w-wilanowie-ID4nnRm
4,pełna własność,do zamieszkania,2/3,"balkon, taras",garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/wyjatkowy-dwupoziomowy-apartament-110-m2-taras-ID4mVHf
7,pełna własność,do zamieszkania,3/5,balkon,N/A,,,,,,https://www.otodom.pl/pl/oferta/warszawa-srodmiescie-kaminica-mieszkanie-180m2-ID4nmWL
4,pełna własność,N/A,3/3,N/A,N/A,,,,,,https://www.otodom.pl/pl/oferta/piekne-mieszkanie-gotowe-do-wprowadzenia-ID4mXF3
4,pełna własność,do wykończenia,6/11,balkon,garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/4-pokojowe-mieszkanie-100m2-balkon-ID4jK3y
3,pełna własność,do zamieszkania,1/5,balkon,garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/wyjatkowy-ekskluzywny-3-pok-apartament-park-ID4nmWU
2,pełna własność,do zamieszkania,2/8,N/A,garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/2-pokoje-49m2-winda-garaz-ID4nnSh
3,spółdzielcze wł. prawo do lokalu,do wykończenia,2/3,balkon,N/A,,,,,,https://www.otodom.pl/pl/oferta/po-remoncie-kamienica-zielona-okolica-ID4n96I
4,pełna własność,do zamieszkania,3/4,balkon,garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/mieszkanie-na-sprzedaz-85-8-m2-ordonowny-bialoleka-ID4mOr0
2,pełna własność,do zamieszkania,3/4,balkon,garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/mieszkanie-warszawa-wilanow-ID4nnTh
4,pełna własność,do remontu,4/5,balkon,N/A,,,,,,https://www.otodom.pl/pl/oferta/cichy-apartament-w-kamienicy-w-samym-sercu-stolicy-ID4mPfn
2,pełna własność,do zamieszkania,1/6,balkon,garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/przy-parku-szczesliwickim-do-wejscia-duzy-balkon-ID4mHTO
3,pełna własność,do zamieszkania,2/4,"balkon, taras",garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/do-wejscia-jasne-wyjatkowy-taras-ID4mqZS
4,pełna własność,do remontu,parter/3,taras,garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/apartament-4-pokoje-taras-30m2-park-kellera-ID4nmVX
3,N/A,N/A,6/11,balkon,garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/mieszkanie-3-pokojowe-bemowo-ID4nnTq
2,pełna własność,N/A,parter/3,taras,garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/0-prow-piekne-2-pok-taras-bielany-ID4nnTt
1,N/A,N/A,2/4,N/A,N/A,,,,,,https://www.otodom.pl/pl/oferta/mieszkanie-wlochy-34-m2-ID4nnTp
3,N/A,N/A,> 10/17,balkon,garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/3-pokoje-oddzielna-kuchnia-mokotow-metro-tramwaj-ID4nmVq
1,pełna własność,do remontu,2/3,N/A,N/A,,,,,,https://www.otodom.pl/pl/oferta/kawalerka-na-pradze-w-budynku-z-cegly-1956r-ID4nmX6
2,pełna własność,N/A,1/3,balkon,garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/0-prow-piekne-2-pok-balkon-bielany-ID4nnTr
3,pełna własność,do zamieszkania,3/4,N/A,N/A,,,,,,https://www.otodom.pl/pl/oferta/ul-powsinska-3-pokojowe-mieszkanie-na-sadybie-ID4nmXB
4,N/A,do zamieszkania,2/5,balkon,N/A,,,,,,https://www.otodom.pl/pl/oferta/bezposrednio-przytulne-4pokoje-po-remoncie-ID4n9b7
2,pełna własność,do zamieszkania,4/6,N/A,N/A,,,,,,https://www.otodom.pl/pl/oferta/przepiekne-studio-w-centrum-warszawy-ID4nmYO
2,pełna własność,N/A,1/3,balkon,garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/0-prow-piekne-2-pok-balkon-bielany-ID4nnTs
3,N/A,N/A,6/10,balkon,N/A,,,,,,https://www.otodom.pl/pl/oferta/mieszkanie-warszawa-bemowo-ID4nnTu
2,pełna własność,do zamieszkania,parter/4,N/A,N/A,,,,,,https://www.otodom.pl/pl/oferta/gotowe-do-wprowadzenia-zoliborz-bez-posrednikow-ID4mV3N
3,N/A,do zamieszkania,1,balkon,garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/wilanow-apartament-100-m2-ID4m3xf
3,pełna własność,do zamieszkania,2/5,"balkon, taras",garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/mieszkanie-82-m-warszawa-ID4nnTG
1,spółdzielcze wł. prawo do lokalu,do zamieszkania,3/3,balkon,garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/funkcjonalna-kawalerka-miejsce-garazowe-ID4nn0t
3,pełna własność,do wykończenia,6/8,"taras, balkon",garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-74m2-taras-bezposrednio-ID4jwXX
1,spółdzielcze wł. prawo do lokalu,do zamieszkania,3/3,balkon,garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-na-bemowie-ID4nnUY
2,pełna własność,do zamieszkania,1/5,balkon,N/A,,,,,,https://www.otodom.pl/pl/oferta/nowe-2-pok-mieszkanie-41m2-balkon-bez-prowizji-ID4mGTN
3,pełna własność,do wykończenia,4/7,balkon,garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-63m2-balkon-ID4hRzR
2,pełna własność,do wykończenia,4/8,balkon,garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-47m2-balkon-ID4jwXO
3,pełna własność,do wykończenia,parter/1,ogródek,N/A,,,,,,https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-56m2-ogrodek-bez-prowizji-ID4mQJg
4,pełna własność,N/A,1/6,N/A,N/A,,,,,,https://www.otodom.pl/pl/oferta/3-sypialnie-salon-z-aneksem-miejsce-postojowe-ID4ldTj
3,pełna własność,do wykończenia,3/4,N/A,garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-49m2-loggia-bezposrednio-ID4mvnr
5,pełna własność,do zamieszkania,1/2,balkon,garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/luksusowy-apartament-124-m2-obok-lasu-kabackiego-ID4nn1i
2,pełna własność,do wykończenia,parter/6,ogródek,garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-39m2-ogrodek-bezposrednio-ID4mvm2
3,N/A,do wykończenia,2/4,balkon,garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/kameralne-mieszkanie-3-pokojowe-przy-parku-b6-ID4hKoC
3,pełna własność,do wykończenia,parter/3,"ogródek, taras",garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/mieszkanie-dla-twojej-rodziny-nowe-ID4nnXD
2,pełna własność,do zamieszkania,2/6,balkon,garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/apartament-44m2-prestizowa-inwestycja-na-mokotowie-ID4muGV
3,N/A,do wykończenia,2/4,balkon,garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/apartament-4-pokojowy-w-kameralnym-budynku-ID4iEUP
1,pełna własność,do wykończenia,1/4,balkon,garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/idealna-pod-wynajem-kawalerka-na-bielanach-ID4nnXI
2,pełna własność,N/A,parter/5,"balkon, ogródek, taras",garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/kredyt-2-taras-chelmzynskabez-prowizji-ID4nnY9
1,pełna własność,do remontu,parter/5,N/A,garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/stary-mokotow-kawalerka-27m2-ID4n9eB
4,pełna własność,do remontu,6/6,"balkon, taras",N/A,,,,,,https://www.otodom.pl/pl/oferta/apartament-z-klimatycznym-tarasem-ostatnie-pietr-ID4mTv2
2,pełna własność,do wykończenia,8/8,N/A,garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-44m2-loggia-ID4fYzt
2,N/A,do zamieszkania,5/6,balkon,garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/2-pokojowy-apartament-galeria-park-ul-obrzezna-ID4lLB1
3,pełna własność,do remontu,3/10,balkon,N/A,,,,,,https://www.otodom.pl/pl/oferta/3-pokoje-do-aranzacji-przy-parku-skaryszewskim-ID4nn4s
1,pełna własność,do zamieszkania,2/4,balkon,N/A,,,,,,https://www.otodom.pl/pl/oferta/widna-kawalerka-z-balkonem-ID4nn40
2,pełna własność,do zamieszkania,5,balkon,garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/sprzedam-mieszkanie-na-osiedlu-pozytywny-mokotow-ID4lKqk
2,pełna własność,N/A,1/7,balkon,garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/2-pok-w-nowym-bloku-klucze-na-juz-bez-pcc-ID4lTJL
2,N/A,N/A,8/10,balkon,N/A,,,,,,https://www.otodom.pl/pl/oferta/zapraszam-na-prezentacje-ID4nn4z
2,pełna własność,do zamieszkania,2/3,balkon,garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/klimatyczne-jasne-mieszkanie-z-balkonem-bialoleka-ID4n9gE
3,pełna własność,do zamieszkania,4/9,balkon,N/A,,,,,,https://www.otodom.pl/pl/oferta/galeria-mokotow-dwustronne-balkon-ID4nn6z
4,pełna własność,do zamieszkania,3/3,balkon,N/A,,,,,,https://www.otodom.pl/pl/oferta/sloneczne-mieszkanie-80m2-na-chomiczowce-4-pokoje-ID4nn4E
5,N/A,N/A,parter/2,N/A,garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/dom-na-warszawskiej-bialolece-ID4nn5X
3,pełna własność,do remontu,2/5,balkon,N/A,,,,,,https://www.otodom.pl/pl/oferta/wyjatkowy-apartament-warszawa-mokotow-ID4nn5p
3,spółdzielcze wł. prawo do lokalu,do zamieszkania,3/4,balkon,N/A,,,,,,https://www.otodom.pl/pl/oferta/mieszkanie-3-pokojowe-62-3-m2-pietro-3-4-ID4n9hq
2,pełna własność,do zamieszkania,1/5,N/A,N/A,,,,,,https://www.otodom.pl/pl/oferta/m2-z-duza-kuchnia-do-zamieszkania-metro-koneser-ID4mOBK
2,pełna własność,do zamieszkania,5/10,balkon,garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/gotowiec-inwestycyjny-bielany-2-pokoje-z-garazem-ID4nn78
3,pełna własność,do zamieszkania,8/9,balkon,garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/3-pokoje2x-garazbalkonblisko-centrum-ID4nn76
3,pełna własność,do zamieszkania,4/4,balkon,garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/bemowo-3-pokoje-atrakcyjne-lokalizacja-ID4nn8j
3,pełna własność,do zamieszkania,5/6,N/A,N/A,,,,,,https://www.otodom.pl/pl/oferta/las-pod-dalszy-wynajem-blisko-komunikacji-ID4nn82
3,pełna własność,do zamieszkania,2/3,balkon,garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/mieszkanie-3-pokoje-66-m2-bezposrednio-ID4nn6E
3,pełna własność,do remontu,3/7,balkon,N/A,,,,,,https://www.otodom.pl/pl/oferta/swietna-lokalizacja-blisko-metro-spokojna-okolica-ID4nn7t
3,pełna własność,do wykończenia,4/6,N/A,garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-66m2-loggia-ID4jK6t
2,pełna własność,do zamieszkania,2/4,balkon,garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/warszawa-bemowo-40-16-m2-2-pok-miejsce-garazowe-ID4nn99
2,pełna własność,do wykończenia,6/6,N/A,garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-43m2-loggia-bez-prowizji-ID4jK7h
2,pełna własność,do zamieszkania,1/6,"balkon, taras",garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/bezposrednio-spokojne-mieszkanie-51-m2-odkryta-ID4ne6Y
2,pełna własność,do wykończenia,6/7,balkon,garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/stan-deweloperski-3m-wysokosci-garaz-ID4nn9K
4,pełna własność,do wykończenia,9/11,balkon,garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/4-pokojowe-mieszkanie-92m2-balkon-ID4jK5y
1,pełna własność,do wykończenia,parter/6,N/A,garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-35m2-loggia-bezposrednio-ID4jK6e
1,spółdzielcze wł. prawo do lokalu,do zamieszkania,8/10,N/A,N/A,,,,,,https://www.otodom.pl/pl/oferta/kawalerka-warszawa-wola-27-1m2-bezposrednio-ID4ne7w
2,pełna własność,do zamieszkania,1/4,balkon,garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/klimatyczne-wnetrze-bardzo-ciche-ID4njgs
2,pełna własność,do zamieszkania,2/2,taras,garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/2-pokoje-wilanow-zawady-ID4mx9x
2,pełna własność,do zamieszkania,3/5,N/A,garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/2-pok-piekny-apartament-mokotow-cybernetyki-ID4msYl
1,pełna własność,do wykończenia,5/7,balkon,N/A,,,,,,https://www.otodom.pl/pl/oferta/atrakcyjna-kawalerka-metro-art-2-cesja-ID4n5kL
